,clusters
8324,5
43272,10
26998,7
14345,12
26106,11
49465,3
44567,8
28679,9
35793,11
21339,0
36493,11
14461,2
34561,9
14909,7
11808,2
4562,2
4505,7
16596,5
4173,14
42106,12
10431,8
6598,15
41721,9
48339,4
32945,12
3305,15
34975,11
28062,11
34229,4
48030,5
46623,11
8771,2
39809,10
26699,7
15719,11
10199,11
32183,5
3484,10
46523,1
19788,13
7208,5
27577,2
45488,12
9678,3
43423,8
4612,11
5319,11
6146,9
22469,7
5719,6
27641,13
34859,7
31058,4
45971,11
8641,5
39795,5
44182,15
2745,15
39844,4
1491,15
2902,5
44072,4
46004,11
23982,11
12783,8
24429,10
6816,15
11386,2
43880,10
11918,11
13374,10
8334,10
38266,6
13787,7
13496,12
35174,0
10724,15
45377,13
9624,11
2882,8
17230,0
4356,10
46421,14
34563,0
47223,6
46983,5
42846,10
47849,10
37977,6
44428,15
3192,0
20879,11
35496,10
10440,2
18872,11
47429,7
25258,0
21148,10
42203,11
23828,5
22771,14
14702,15
12846,12
27589,14
31342,3
39093,9
34384,5
24851,12
34732,6
39875,12
23068,4
5630,11
47251,11
7318,13
43788,10
21868,2
39469,11
48799,7
38747,14
43622,3
2707,11
39052,3
22379,11
11849,2
43589,11
23228,5
46319,10
24358,2
27612,9
764,11
34327,0
11298,4
10154,7
10402,9
18017,6
18577,7
3809,0
4209,11
23653,11
5153,13
8772,3
10711,3
22020,6
42252,11
30628,12
34540,10
12617,10
10897,10
43096,3
26982,10
22984,6
30780,5
37821,7
38900,15
46148,8
44317,12
34912,11
39731,5
26928,11
29061,6
29397,12
34111,8
3158,15
37085,8
2426,11
19404,8
33957,14
38379,12
48753,10
35771,13
12843,8
38695,10
31331,3
28919,15
7330,15
38616,2
20914,14
30178,11
27562,2
42096,2
45159,6
14161,5
38426,12
18679,4
41219,4
20772,10
46577,10
17558,10
46153,15
8404,1
34571,2
7721,2
44937,1
28945,10
41287,11
9589,13
47995,5
37842,2
40017,7
42726,9
24792,9
32817,12
27713,14
40904,6
44276,15
26602,4
8481,5
22672,7
22390,9
34121,12
1990,11
18259,10
14900,10
29992,12
32626,11
1999,7
4269,2
40566,12
33619,8
18123,11
9553,0
49120,4
46495,11
25097,8
48049,0
24670,6
46469,2
2938,5
10307,13
13297,10
13444,5
5911,11
32503,7
2188,5
12217,0
48574,10
44093,0
20476,10
11409,10
28166,14
1537,1
26280,13
27531,7
9762,3
36306,11
19142,3
41570,9
12960,2
11147,13
48519,3
8571,12
22488,13
383,2
10398,12
41730,5
26417,15
47359,15
32466,8
9874,4
38718,10
16375,7
24979,0
31202,13
5370,5
28619,5
27121,15
43001,13
31438,10
11394,11
11675,2
14788,5
18430,15
9457,6
11483,3
21428,3
38638,13
15048,11
18269,0
26593,7
20611,13
7422,11
45031,0
26041,4
42662,3
45783,4
33659,8
21492,8
591,2
29421,12
16955,8
14002,5
23792,2
24380,11
27260,3
30820,15
37171,5
10441,12
19477,11
25738,7
6700,13
32826,6
26994,10
22718,15
20985,2
12320,15
26908,11
16772,7
25934,10
44607,8
38817,11
23866,6
39495,3
32056,3
22185,8
29323,15
31053,10
40024,0
19884,2
18255,11
21576,12
22492,11
34993,10
46873,3
38017,15
7705,3
35546,10
10655,12
24785,13
18441,15
49005,15
7642,5
35614,10
17071,10
404,5
8195,15
18622,9
24634,9
22482,6
17432,0
12929,6
32406,11
36835,7
13752,11
33946,2
24401,11
45145,10
1222,5
2190,11
29216,5
48536,15
8251,10
48934,5
38859,3
9569,7
39866,14
11741,11
29175,4
47654,4
47885,15
23146,6
16153,15
1905,9
29502,10
24122,10
45399,2
15147,11
45010,3
1082,4
18132,15
3183,3
46843,1
27428,2
36283,10
20522,11
44643,13
21320,14
30858,6
18631,13
29428,5
33440,7
42275,8
19614,2
16591,0
9359,2
20951,5
4034,11
27998,10
3685,3
32497,10
717,14
5880,5
35896,13
33248,3
9035,15
13836,12
4578,7
21250,0
20923,2
4000,7
2520,11
39174,11
33132,0
43887,5
37472,11
37838,1
15774,0
2942,3
16081,8
48918,11
6414,11
17655,10
39255,7
32921,6
20021,7
18279,3
20561,15
23000,15
26255,11
4028,1
34262,5
41244,15
6715,6
15419,12
31940,7
41529,15
2283,5
3403,5
22947,15
2394,7
20684,5
45456,12
36337,3
31293,6
47620,11
11539,7
42597,10
14256,5
21850,15
875,7
24885,0
8553,11
44191,10
8209,6
14750,12
4363,1
25401,9
43407,11
11737,5
27222,12
6454,15
13848,0
10293,7
9568,4
39016,10
39690,3
49301,11
3325,3
13718,6
18815,2
11089,11
9500,2
8241,11
48931,15
17444,7
19199,3
8247,5
19827,6
48180,5
35483,11
23945,10
21460,3
39610,7
17688,12
27265,4
45914,3
22895,5
11856,0
22113,3
15187,11
35404,1
26436,10
43038,10
8419,2
19577,3
28761,12
31176,3
49056,10
41027,10
43783,2
14776,11
3779,1
11231,15
49050,1
20039,7
46836,8
45332,3
8042,11
9694,11
12468,10
41900,0
42303,14
28669,6
47169,9
5314,12
19696,2
33433,3
2200,11
25490,0
1970,3
7950,4
16193,11
34580,11
21427,5
6986,1
37479,3
43597,3
13866,2
42917,9
39937,10
38989,3
27142,5
31723,2
47813,3
34106,10
35004,15
1206,10
36901,3
49514,11
21435,5
24001,0
24948,10
9006,15
13840,3
48029,11
20615,11
35626,11
20700,6
7632,11
12505,8
48581,9
6527,11
45608,1
26605,10
15153,12
39927,11
5193,15
31835,5
33053,4
33605,2
8822,13
2626,15
5689,13
18385,13
17129,11
11128,5
5550,10
27395,15
8217,5
22093,14
33589,0
25325,11
9479,7
47554,10
19039,7
30906,3
6011,15
9871,0
47937,5
47793,0
28860,3
19581,14
656,0
45775,4
20097,3
23296,5
26975,14
16876,6
13136,3
33968,0
8522,15
30572,12
22869,11
1821,5
46303,11
6542,11
32700,10
32592,6
39217,6
46668,3
34785,11
34259,11
42800,5
26766,9
38554,11
21899,0
45050,3
9011,5
43707,15
44375,12
41242,10
21842,4
22993,5
42557,11
2641,8
17810,14
3343,8
21522,5
29377,5
26669,4
36314,3
34514,6
18737,13
25826,10
31908,2
7579,2
12634,3
22973,12
2977,13
22804,11
9724,5
14441,15
47778,10
34936,10
20351,3
2786,0
11142,11
34472,11
49168,10
19914,12
40669,4
7175,10
34560,3
20757,12
38814,4
41629,6
8876,2
4769,11
26057,0
28482,0
32552,2
3399,11
49593,7
47716,11
39155,11
41579,12
12163,10
29212,2
32897,12
28708,0
48625,11
39558,1
23787,3
25225,11
26324,5
28022,0
24741,2
9674,3
19491,11
2126,15
42944,11
35024,1
8041,1
46933,15
47422,12
20532,6
2101,10
21457,5
23390,0
13207,5
2408,10
26038,14
7599,5
16879,14
16787,5
30515,11
26068,4
1729,10
44042,5
43278,6
30995,12
20716,0
19712,0
8749,0
36363,6
3984,3
33288,5
32926,3
27606,0
44818,9
43977,8
32166,7
46708,12
2718,12
5535,6
16953,13
42244,6
9942,7
38078,0
42561,10
29280,12
38141,13
19377,10
7055,8
33784,5
40261,3
15959,11
23382,5
9943,7
16913,15
20533,15
27669,11
44854,11
21426,3
1572,1
38895,14
14413,7
17968,4
4196,4
24259,10
14133,5
46084,3
29251,10
32775,8
14166,10
22838,8
19392,15
43438,15
38113,13
35504,14
8210,10
46948,11
26037,13
21655,15
19470,15
39493,6
5183,11
29707,7
15902,3
4078,13
13214,4
32086,15
5618,11
23644,10
3004,12
44280,1
31210,14
26108,13
19637,15
43194,4
1944,5
15114,11
37627,15
9807,4
45964,5
5408,5
23304,5
34207,15
43985,10
11241,7
38548,7
13342,6
3554,10
8212,6
35450,10
49210,11
20916,13
3641,3
12255,3
38051,6
25748,10
23465,7
47127,14
11157,10
33314,2
17252,11
40175,1
25415,6
38147,11
12248,5
13901,6
39166,3
8798,11
38222,15
12052,3
15763,15
37995,7
24472,10
42415,3
7675,10
4493,0
42568,13
14253,6
45780,4
12324,11
36831,3
17028,13
852,10
30100,11
17120,15
2532,3
29352,11
16309,4
18197,0
864,10
12129,13
47503,3
48901,11
2822,12
46356,1
40701,10
45782,5
14502,7
30291,15
20880,10
38771,8
9683,10
43795,15
5741,6
1223,7
18135,7
5458,15
455,4
4855,7
40765,10
16136,15
23257,15
45386,11
24534,8
44505,15
40004,13
8829,15
42129,15
44321,10
46458,8
27079,0
40703,13
21205,4
27471,9
27951,15
23063,13
34882,4
9463,7
11773,0
44279,3
37685,12
11383,11
15815,0
34554,6
28685,5
37274,10
48441,11
47205,5
40895,12
27926,13
49409,13
16471,14
10462,13
12679,2
34515,7
49411,7
16156,5
3295,11
39488,11
36698,4
27280,11
5188,5
17550,5
27931,10
11938,11
36360,3
19580,5
6465,15
47136,11
7514,5
1508,15
14658,15
29272,14
36332,3
17700,2
35881,6
10033,14
44124,11
1406,0
37948,14
43373,10
25147,11
24978,11
21419,14
13891,15
6990,5
13938,11
31242,2
37770,11
16696,7
46766,1
4540,2
34956,12
41832,5
14600,6
34060,11
39506,7
28949,5
16962,4
2059,11
19964,14
48849,3
31878,5
14308,3
11182,6
28883,15
45462,9
15706,10
37252,1
27186,15
33362,4
48854,6
357,6
14219,12
23625,5
30853,0
13439,7
23251,8
29312,14
30619,11
860,7
32732,13
2467,10
33421,10
27557,7
15135,12
48124,10
3345,15
2167,15
9075,15
47366,5
30971,8
21741,11
41297,15
17116,6
39276,6
1769,3
46957,14
32101,2
38099,9
43664,11
21876,3
26105,0
32214,12
2154,10
19100,10
6558,14
23659,12
48501,2
13563,4
1449,10
11800,6
41673,4
4442,13
43630,11
32019,12
17643,10
27754,7
42270,8
7045,11
35977,11
16990,11
47146,11
16041,11
44185,8
14142,5
24168,7
37465,11
39485,7
11433,8
49028,5
5616,10
24327,8
30686,12
27466,10
7801,11
27598,7
6248,15
17972,5
40855,12
19894,11
25682,11
43109,11
25954,10
27842,0
21362,5
34108,11
41561,11
16524,5
21064,4
3506,5
27088,7
34006,11
49444,3
2421,11
29871,10
25223,5
22821,11
12079,11
29465,11
12042,10
41051,13
48319,11
22900,8
25627,5
3653,10
7681,6
25758,11
6075,15
39180,1
4638,10
1670,11
43221,11
37223,13
7589,8
43990,15
36299,2
49559,15
33177,3
32838,1
9702,11
24800,14
7636,2
29168,5
13690,4
22774,15
27214,4
45949,10
12382,10
36649,4
34600,15
31637,4
18650,15
38892,2
13421,15
40631,12
23039,11
29201,7
35245,10
19408,13
29068,7
16802,3
9935,2
1872,10
10325,11
11035,5
37401,2
42274,11
11303,7
39590,11
32250,11
48734,3
15125,11
9948,7
45090,11
49252,11
1191,11
24298,4
27678,10
13334,2
8628,6
17639,11
15027,15
7547,11
11359,2
25343,5
48217,11
11106,7
47473,7
28742,2
48288,12
31347,11
22051,10
36342,10
36107,11
29118,11
12890,6
19276,9
22145,15
16791,11
42907,10
4789,7
10955,13
31193,9
259,2
41354,0
47398,13
27401,10
40849,15
15083,5
42594,3
11813,15
41661,7
24878,4
3270,6
7030,10
35754,1
16,10
408,15
32811,11
30051,7
979,11
30401,11
7897,5
42920,4
17194,7
9173,9
447,7
30875,2
37455,12
17436,11
34767,1
49209,3
16862,4
47964,8
12366,0
4221,0
13703,8
25108,11
32859,11
7788,5
19925,5
38087,7
10580,7
30762,10
18955,0
16796,13
19905,5
31892,5
24704,3
3377,5
3877,14
20210,10
32690,0
35438,13
15792,11
45360,11
1795,10
4525,9
21450,9
2541,5
7387,5
5427,5
18947,6
4029,12
18081,10
41684,13
29435,6
6364,3
5044,13
31586,10
29598,9
38034,11
44926,3
21848,12
31467,2
17474,13
34715,7
14562,13
33940,11
37738,6
8353,5
6207,3
11058,12
27745,6
4558,10
37576,6
22124,11
15375,3
7167,11
11803,15
40329,10
4819,9
18164,15
32827,14
21334,10
26751,11
27402,11
34673,5
6354,11
27257,12
1045,3
2318,1
9761,2
19881,9
41326,13
16046,11
37951,11
19817,15
13561,6
11468,11
22541,12
40584,1
1233,3
10527,2
4317,8
18587,12
17494,12
10675,14
42851,11
34283,14
1866,2
49270,12
1695,3
45142,4
28359,7
33202,12
39213,1
43445,0
23324,9
39298,1
40020,10
35294,3
40482,15
9301,3
18284,3
24468,11
48962,13
27791,2
1874,3
40845,14
25410,5
19814,11
12872,10
10798,14
8717,5
15920,5
46981,12
24980,7
16792,3
31622,3
14061,4
21945,3
17165,9
48220,11
29455,8
29829,0
11376,10
28036,0
19269,7
10958,5
42327,0
41179,15
28691,14
46900,5
41092,15
14337,11
37209,10
3130,1
10557,11
10107,2
47381,10
43432,11
25094,15
47267,0
39114,11
6443,10
15288,9
43466,10
10676,0
4046,11
38074,0
27065,10
6422,15
9765,7
13073,15
22088,7
35622,3
38063,6
12947,3
26690,15
37140,11
4950,8
44845,10
3065,6
14230,15
37243,10
9159,10
15106,3
15197,8
26221,11
47883,11
14019,3
42490,2
26871,10
5166,13
22073,15
34430,13
30429,8
21502,0
39513,2
16453,12
3729,1
42063,12
49067,5
16845,15
42704,13
10338,7
26580,15
9987,15
46728,11
28397,7
13937,12
2420,7
6763,15
43579,3
10730,11
11597,14
38843,13
11820,4
3441,8
25606,11
20124,13
44703,12
22885,13
13102,11
42219,10
43999,11
1977,3
33498,8
10734,14
28018,7
17005,14
37407,4
15605,2
17777,8
49092,11
40731,15
7037,11
13534,9
16271,9
42413,6
10109,2
18715,11
36370,3
29460,10
3360,5
21682,5
24052,8
17237,6
9010,9
21166,15
10624,2
19532,5
9232,1
7416,11
27329,10
31984,5
20618,10
25129,7
39172,10
27948,8
30709,7
32281,10
33093,5
12563,8
35375,10
11342,10
24416,13
16830,5
43214,14
35168,1
48941,11
7298,12
21444,14
20191,10
38263,13
9031,14
47056,5
10910,11
25580,10
43521,1
23185,12
49204,15
6287,3
31925,3
1839,3
32998,11
9663,1
41890,11
10978,0
35849,11
17543,15
23012,12
18768,11
25890,10
29716,5
5564,6
48187,10
25122,15
15929,5
10397,7
18797,0
432,0
30811,11
26157,2
8408,11
49225,15
20869,5
48437,3
31231,11
45113,0
10987,2
19189,8
1489,5
29497,3
38766,2
28912,11
4249,10
44033,11
46796,1
43091,15
11507,8
40418,6
11892,2
20949,7
40193,7
30526,3
2078,5
40980,10
11348,5
10029,15
29500,9
1614,13
41775,11
25056,6
29174,7
11155,11
25725,10
8305,8
8449,11
26225,2
19542,10
38642,4
35782,14
48523,6
36447,15
16491,5
44110,7
22027,6
12178,7
5484,3
45381,10
17809,11
15225,11
34850,15
13054,10
15416,13
20497,3
26194,4
48912,14
23165,0
27451,14
5705,3
1618,12
49401,3
1044,1
39586,10
30088,7
26303,12
41243,0
11760,10
9922,9
36626,1
31627,3
20987,11
5134,5
34353,10
44259,7
36714,10
12117,15
865,4
20093,3
13800,2
7540,11
13422,5
49266,5
774,2
37054,11
34979,7
34231,11
43226,10
1818,10
37136,15
34221,2
10808,15
46341,11
5302,10
36076,15
27221,6
48890,15
46646,10
41592,4
26164,10
39015,10
19035,13
4721,8
20580,12
25621,13
5590,10
38049,14
36917,11
10874,6
10506,10
41035,4
21583,13
17651,14
5672,3
26412,4
476,5
14423,15
35345,11
18708,7
2270,10
48758,10
450,1
1334,0
28879,7
41289,9
3394,2
18568,11
29464,3
45877,15
33313,15
9251,13
47041,10
44064,15
29054,5
17088,10
48785,2
45621,5
45677,12
27637,15
26144,11
48811,15
44348,6
34302,15
36776,3
41257,15
7882,13
44094,11
9562,12
15915,0
4916,9
30084,15
18477,10
3435,9
4915,9
40941,4
37286,7
3853,12
27714,12
21799,7
9020,5
27118,10
34838,12
14906,2
4258,11
37755,1
16442,11
2070,6
38763,1
29830,8
10297,13
26694,7
37972,13
36428,3
34999,15
20786,3
37122,6
42006,2
32230,6
6544,5
29914,0
6371,11
8470,14
39597,2
14285,5
25014,12
35067,12
3677,15
39432,7
15095,2
48093,1
36028,7
41100,14
10918,8
35433,2
16517,4
6225,11
6997,5
39952,12
20409,5
25194,4
38274,11
46473,5
10446,8
46617,7
45281,10
13685,10
36243,12
18830,11
48499,7
12443,6
33367,8
20327,12
29155,15
42355,5
17797,5
8736,2
19356,7
14373,5
29757,11
20446,11
6982,9
6382,15
15556,14
48922,5
30115,13
29181,2
33853,4
43296,5
27244,2
42601,6
38080,4
33900,2
48001,10
3086,2
39108,14
11611,4
10649,9
37241,10
8285,11
49286,1
23404,7
18718,13
30034,8
23266,7
13123,1
5337,8
22495,13
26211,11
6212,0
46046,13
49099,3
12385,3
19685,10
47264,15
7435,2
36486,10
31879,11
35665,3
42776,11
26552,7
8170,0
44846,3
28754,7
43967,3
2428,11
8268,11
33563,15
2574,10
47703,10
46998,5
22980,5
25301,15
19228,6
34191,8
4678,2
39448,3
42580,2
32436,3
15394,5
41922,1
34173,15
3723,4
45009,5
42015,12
37329,11
16852,10
46101,9
14830,10
28052,7
113,1
45814,12
44051,13
3140,15
20972,12
399,15
26265,14
36708,1
32054,5
5054,3
31126,5
7829,10
34103,10
10119,11
44911,14
1680,4
749,15
5451,6
47539,10
43708,6
29005,6
25792,15
49339,11
47221,11
42194,7
26881,9
40606,10
32006,10
3611,15
37805,0
2289,15
16727,14
12232,10
37867,7
46163,15
9904,12
4475,5
11869,5
857,1
22714,10
18517,3
24499,0
9050,7
36194,1
28060,0
28092,2
39152,5
12166,3
12210,3
20122,11
5237,13
1307,7
4588,2
40831,8
38569,7
787,7
44136,11
39204,10
43676,3
5482,10
1907,6
7523,12
24633,3
31642,10
16950,15
37781,10
46234,7
3181,5
18121,3
12287,11
37899,1
36250,2
9370,15
14439,5
37564,3
38835,15
6957,15
30250,2
14176,5
12016,8
42974,3
21880,6
1314,7
16664,7
40869,7
32499,6
47222,5
12662,10
32045,6
16000,14
47892,10
22381,5
23623,12
40740,3
29561,4
46686,11
2760,12
31063,4
25981,6
26407,7
47462,0
39649,9
45575,10
24306,6
29229,14
8352,11
7807,11
15756,10
10934,2
5251,11
26775,5
35761,9
21338,11
34773,10
48857,11
4067,11
28389,10
29233,11
2444,15
33555,11
18171,14
8040,10
22942,15
25739,5
37123,14
30400,12
5262,8
32757,7
902,10
190,6
36141,8
31250,7
30551,6
48178,10
22364,8
10265,1
18594,2
13414,2
44792,14
13049,6
1580,2
36710,6
15280,10
18375,7
29101,6
16849,9
604,7
30190,5
4157,3
19307,4
46696,4
594,11
18207,14
17125,12
29105,0
34343,8
39658,11
516,3
49087,14
33059,7
42330,0
8960,3
47013,15
46247,1
15762,3
41904,3
25087,5
33105,10
22443,11
16556,10
7333,4
17094,11
46453,4
13869,15
25926,11
47747,11
43660,15
5375,11
10828,13
46346,13
28840,4
5711,5
469,3
9437,8
36326,1
1,7
10394,5
25514,11
41250,15
39346,4
27426,5
39182,15
26972,13
19463,11
45066,11
28824,8
10434,13
36341,1
27788,3
21279,6
33750,11
43858,11
2359,11
17314,9
23188,15
28975,7
21915,0
43650,12
9930,4
46819,13
18730,0
34099,4
33768,3
32715,3
24236,7
34052,5
23199,0
25246,3
48975,5
15193,0
29859,11
2292,4
27045,8
22589,10
34141,12
37091,5
30246,5
48287,3
20709,2
5822,14
12868,3
28171,11
3824,5
7094,11
9126,0
32038,11
6463,6
46756,3
34310,0
12604,2
15708,11
26405,11
19641,11
8660,11
7126,6
30260,6
26180,15
34342,10
26845,10
26370,0
37004,11
3054,15
17979,15
9297,0
26726,14
23932,11
34380,15
33355,5
29773,13
8766,15
3015,10
19086,7
2866,10
11274,15
34986,4
13304,7
40938,1
32077,11
21376,10
18050,11
41116,8
42435,7
38614,8
45540,10
33454,0
15077,11
23278,15
9960,0
335,9
28132,11
19832,14
35052,3
42950,13
142,14
37226,12
1814,1
14689,7
35636,10
1864,2
9705,0
1850,13
16378,10
32676,3
41210,9
12540,11
7242,5
2410,5
13167,6
31035,11
46826,15
39445,9
13643,11
2253,3
47086,0
6392,1
33982,5
26684,6
49159,3
12755,15
20220,0
25130,10
47423,2
47018,10
29422,11
21259,15
41203,13
44525,8
9848,2
43646,11
11099,12
44371,11
36665,1
29946,8
10854,11
38725,4
37554,3
291,13
33951,11
21613,14
1750,11
10475,11
18721,11
7521,10
25496,5
3118,10
48542,10
5310,10
28487,5
27521,11
7924,14
663,2
212,11
39244,12
40963,0
38446,11
19899,10
23844,15
49223,3
5699,1
33703,14
47192,12
46722,15
41631,1
28405,13
8024,9
22573,3
23436,2
2206,11
18941,5
46841,5
26538,4
7261,14
6096,5
13707,3
36406,10
42607,10
23412,10
23262,11
37486,4
19334,2
28758,7
13470,14
34645,11
10457,2
18605,0
15716,13
48879,14
32395,1
12339,10
10450,0
11217,5
34420,10
18879,11
31175,5
8076,0
10437,15
45593,11
23290,11
12488,8
11001,5
49170,10
4804,9
49512,6
8427,11
37660,10
46111,2
6680,15
35611,11
39725,15
20538,11
31518,12
23833,2
490,0
36657,11
7166,6
41265,0
38203,7
10633,15
24180,7
41648,8
9387,2
10108,6
18837,11
16019,6
26092,9
27447,4
46331,15
19444,2
27185,5
6344,7
22083,7
7954,8
35239,7
16504,10
36068,10
24857,5
36750,15
42717,11
24476,12
2928,11
39069,1
41568,10
5644,9
19820,7
9265,1
9566,7
45580,10
45487,3
35142,1
15142,11
3941,4
41189,3
17380,14
39873,13
32073,11
9043,0
10751,0
26717,5
7573,11
45779,3
23378,7
38233,9
43298,13
8791,12
32751,10
44921,5
32241,11
30480,11
370,12
3358,7
18533,7
34565,11
46725,5
9827,7
18847,15
8275,10
22406,8
43535,3
3422,11
13663,6
29363,7
15662,0
33406,11
16395,10
601,2
38877,7
45909,11
40690,4
29368,7
35806,13
33104,7
20814,11
31791,15
29691,15
45013,13
39223,12
3018,11
19904,12
15143,5
40013,12
16952,8
28965,15
1513,15
34598,5
1075,2
34628,10
35924,15
29318,5
6209,11
33891,9
22663,15
42698,4
5837,3
41,11
42101,2
44369,10
39753,6
34404,5
151,10
20,3
28786,11
28428,8
36478,7
39117,0
13239,5
20621,2
44091,4
8488,11
5192,10
10142,5
33356,7
23434,5
19591,11
34368,11
2255,10
18666,5
12830,12
40108,13
32139,10
39992,15
43657,8
21050,5
16437,9
27760,12
21099,2
26474,6
21085,12
23307,15
15645,13
2768,12
22654,9
23880,15
15984,5
31461,3
8164,6
26788,10
5141,13
20657,10
25319,12
45506,0
35990,9
45408,15
16459,3
7613,11
41506,12
700,3
27508,0
46729,10
32819,5
9209,14
48781,15
6320,11
18177,6
39498,2
25630,10
31264,11
29405,15
2217,1
44330,12
28240,11
710,13
2064,7
20584,9
22784,5
38211,7
8992,10
4,15
37463,11
32314,10
677,13
13156,3
40381,7
39565,5
15932,13
7786,5
4763,4
18778,0
34421,3
49486,8
44910,9
44507,0
2432,8
27601,2
47578,2
15325,7
5509,12
19300,14
21849,11
32854,7
23936,15
7912,8
2178,11
10085,15
48035,10
26698,12
29176,8
1171,2
29746,2
39418,1
7803,3
16926,10
12981,8
10865,15
17906,7
42873,10
26525,11
31184,10
7137,11
7207,11
2434,12
15683,6
39024,8
12440,2
48979,5
27293,3
48451,11
38595,13
34074,10
6882,5
37568,3
28559,9
14981,11
11797,9
48119,0
36035,15
36316,10
897,1
24209,10
23437,11
21128,5
7042,11
21179,3
24912,11
22341,7
16195,13
23141,2
44537,15
12141,11
2965,3
28217,8
32392,3
10084,5
2137,3
23972,11
45776,14
38277,11
26312,11
42582,0
18071,6
36723,10
28977,13
21223,15
35672,8
4074,2
35666,15
46232,13
49101,15
23122,0
46370,1
34129,3
11395,11
31311,15
26832,11
11546,7
30796,15
47130,11
8315,15
45495,0
40400,15
38215,11
1692,5
43686,2
225,0
11664,6
23218,10
45162,7
41388,8
20644,7
29423,0
35543,11
46223,9
27875,7
12590,0
27879,9
8769,3
1038,2
45997,0
8879,11
38417,4
127,11
34204,5
12315,7
8965,13
44310,13
34611,7
47625,10
32245,15
12160,5
23632,15
45830,15
27133,11
8828,10
3788,15
2959,7
18580,5
49546,2
16630,11
9612,1
11196,3
45710,0
38902,10
538,11
18270,4
12753,3
42579,10
20628,3
617,2
37055,6
2914,3
17514,5
30289,11
49379,13
42440,10
35864,11
34348,10
32391,5
15711,6
24515,11
23024,15
36049,11
8122,5
42809,4
26358,11
48896,3
5400,10
33809,5
6252,7
8901,5
5772,11
48693,10
40045,12
13090,10
10984,5
16618,4
24105,13
13197,11
11053,13
18551,10
34142,4
34548,3
12674,5
37104,14
23173,11
6559,1
25781,2
16538,15
1060,15
20207,0
38438,2
48133,14
25709,11
25344,13
2667,11
3812,4
16168,5
11943,0
1800,11
48886,7
7791,1
33794,14
28293,8
47379,0
29013,2
37681,3
40677,4
20941,2
25261,2
23477,0
47527,15
46502,11
36296,10
28490,4
21754,9
48559,3
2341,0
37511,4
20798,13
13776,14
16867,11
39883,14
4206,12
42719,13
39248,10
1520,9
9048,5
40640,9
18219,11
12394,8
47003,8
33976,2
27362,15
15737,8
14603,5
6412,11
4197,7
35137,1
24952,10
16093,3
1441,8
5078,13
5270,10
7255,4
29468,5
28830,2
36450,15
574,5
6263,11
28719,5
38640,8
21052,5
4888,5
40447,9
28480,11
35564,10
674,5
31512,15
37898,5
7889,3
35333,3
41056,2
31297,10
47468,9
24903,6
16162,3
2343,7
25522,11
10829,15
36349,4
14480,8
37990,10
31205,10
32344,4
46515,3
24951,5
47189,10
26333,4
26546,7
32870,5
37709,15
48013,8
33530,6
11588,2
6247,1
11273,5
31686,13
1218,5
33061,8
22809,5
30451,14
35054,1
4886,1
18988,7
5238,12
12950,5
195,13
8301,8
19505,7
25533,11
28315,7
49227,1
46584,11
45633,15
41458,15
39892,15
25833,13
26049,11
27114,6
19716,12
7297,12
15570,10
3046,7
33664,11
5924,1
15031,5
33645,2
12470,5
23106,7
32485,5
22841,11
30344,14
47263,0
9406,11
40700,3
20703,5
29146,11
37831,10
30839,11
22981,3
17019,10
30413,15
5728,6
33852,0
17377,15
17597,4
17243,3
48239,15
44976,10
31138,13
8384,7
40841,15
17176,12
39307,11
3216,6
565,7
29096,11
22845,8
11290,10
10833,10
45871,4
26510,11
24,13
47585,1
23375,6
31991,9
33263,11
42849,11
22066,15
36398,11
16302,0
3849,15
9830,13
31920,14
31926,7
21055,5
43879,3
13674,5
20974,14
35446,11
39395,10
39387,9
36116,10
43139,15
18688,6
7672,10
7983,1
5094,11
5943,12
